customer,treatment,converted,pageviews,bounce
66688,yes,FALSE,1,TRUE
96001,yes,FALSE,1,TRUE
57024,yes,FALSE,1,TRUE
84701,yes,FALSE,1,TRUE
90652,no,FALSE,1,TRUE
86284,yes,TRUE,12,FALSE
14862,no,FALSE,1,TRUE
38757,yes,FALSE,1,TRUE
37885,yes,FALSE,1,TRUE
77591,no,FALSE,1,TRUE
58240,yes,FALSE,1,TRUE
82630,yes,FALSE,1,TRUE
30390,yes,FALSE,1,TRUE
35399,yes,FALSE,1,TRUE
22844,yes,FALSE,1,TRUE
40801,no,FALSE,1,TRUE
99564,yes,FALSE,1,TRUE
10412,no,FALSE,1,TRUE
10973,yes,FALSE,1,TRUE
83291,yes,FALSE,1,TRUE
24437,yes,FALSE,1,TRUE
13365,no,FALSE,1,TRUE
71647,yes,FALSE,1,TRUE
45196,yes,FALSE,1,TRUE
79986,no,FALSE,1,TRUE
59289,yes,FALSE,1,TRUE
39713,yes,FALSE,1,TRUE
77395,no,FALSE,1,TRUE
10209,yes,FALSE,1,TRUE
87382,yes,FALSE,1,TRUE
89914,yes,FALSE,1,TRUE
81287,no,TRUE,12,FALSE
58848,yes,FALSE,1,TRUE
54243,no,FALSE,1,TRUE
71607,yes,FALSE,1,TRUE
91167,no,FALSE,1,TRUE
32036,no,FALSE,1,TRUE
24219,yes,FALSE,1,TRUE
28223,yes,FALSE,1,TRUE
44028,no,FALSE,1,TRUE
12413,yes,TRUE,9,FALSE
17268,yes,FALSE,1,TRUE
78031,no,TRUE,9,FALSE
84261,no,FALSE,1,TRUE
26028,no,FALSE,1,TRUE
89319,yes,FALSE,1,TRUE
14292,yes,TRUE,11,FALSE
77905,no,FALSE,1,TRUE
26204,yes,FALSE,1,TRUE
34204,yes,TRUE,10,FALSE
55756,yes,TRUE,9,FALSE
77690,yes,FALSE,1,TRUE
95081,no,FALSE,1,TRUE
70289,yes,FALSE,1,TRUE
40281,no,FALSE,1,TRUE
77443,yes,FALSE,1,TRUE
67653,yes,FALSE,1,TRUE
38056,yes,FALSE,1,TRUE
74381,yes,FALSE,1,TRUE
44822,no,FALSE,1,TRUE
45664,yes,FALSE,1,TRUE
21638,yes,FALSE,1,TRUE
42480,no,FALSE,1,TRUE
38333,yes,FALSE,1,TRUE
35800,no,TRUE,10,FALSE
37802,no,FALSE,1,TRUE
97504,no,FALSE,1,TRUE
25584,yes,FALSE,1,TRUE
66057,yes,FALSE,1,TRUE
93382,yes,FALSE,1,TRUE
18768,yes,FALSE,1,TRUE
80230,yes,FALSE,1,TRUE
78989,yes,FALSE,1,TRUE
35680,no,FALSE,1,TRUE
24770,yes,FALSE,1,TRUE
48498,no,FALSE,1,TRUE
69535,no,FALSE,1,TRUE
52131,yes,FALSE,1,TRUE
77281,no,FALSE,1,TRUE
94232,no,FALSE,1,TRUE
60424,yes,FALSE,1,TRUE
62690,yes,FALSE,1,TRUE
48290,yes,FALSE,1,TRUE
37345,no,FALSE,1,TRUE
85473,yes,TRUE,7,FALSE
19865,yes,FALSE,1,TRUE
77263,yes,FALSE,1,TRUE
57552,no,FALSE,1,TRUE
20398,no,FALSE,1,TRUE
87958,yes,FALSE,1,TRUE
81230,no,FALSE,1,TRUE
42773,yes,TRUE,11,FALSE
63973,no,FALSE,1,TRUE
95283,no,FALSE,1,TRUE
74845,no,FALSE,1,TRUE
24294,no,FALSE,1,TRUE
17442,yes,FALSE,1,TRUE
81744,yes,FALSE,1,TRUE
91500,yes,FALSE,1,TRUE
50021,no,FALSE,1,TRUE
78910,yes,FALSE,1,TRUE
36254,yes,FALSE,1,TRUE
81716,yes,FALSE,1,TRUE
82631,yes,FALSE,1,TRUE
55257,yes,FALSE,1,TRUE
49960,yes,FALSE,1,TRUE
92375,no,FALSE,1,TRUE
81044,yes,TRUE,11,FALSE
88567,no,FALSE,1,TRUE
38316,no,FALSE,1,TRUE
50922,no,FALSE,1,TRUE
70016,yes,FALSE,1,TRUE
84029,yes,FALSE,1,TRUE
44318,no,FALSE,1,TRUE
19944,no,FALSE,1,TRUE
67080,no,FALSE,1,TRUE
17101,yes,FALSE,1,TRUE
46251,no,FALSE,1,TRUE
13477,yes,FALSE,1,TRUE
61764,no,FALSE,1,TRUE
67026,no,FALSE,1,TRUE
90828,yes,FALSE,1,TRUE
35300,no,FALSE,1,TRUE
17536,yes,FALSE,1,TRUE
17504,no,FALSE,1,TRUE
26659,yes,TRUE,8,FALSE
16289,no,FALSE,1,TRUE
46743,yes,FALSE,1,TRUE
65665,no,FALSE,1,TRUE
21322,no,FALSE,1,TRUE
49403,no,FALSE,1,TRUE
77878,no,FALSE,1,TRUE
20344,yes,FALSE,1,TRUE
10855,yes,FALSE,1,TRUE
88392,no,FALSE,1,TRUE
31258,no,FALSE,1,TRUE
15882,no,FALSE,1,TRUE
29865,no,TRUE,9,FALSE
33089,no,FALSE,1,TRUE
17587,no,FALSE,1,TRUE
25982,no,FALSE,1,TRUE
67783,yes,FALSE,1,TRUE
25092,yes,FALSE,1,TRUE
88338,yes,TRUE,3,FALSE
75873,no,FALSE,1,TRUE
67478,no,FALSE,1,TRUE
71539,yes,FALSE,1,TRUE
72006,no,FALSE,1,TRUE
60161,no,FALSE,1,TRUE
84466,no,FALSE,1,TRUE
39406,yes,FALSE,1,TRUE
92365,yes,FALSE,1,TRUE
53241,yes,FALSE,1,TRUE
26119,no,FALSE,1,TRUE
13318,yes,FALSE,1,TRUE
98030,no,FALSE,1,TRUE
88793,no,FALSE,1,TRUE
29661,yes,FALSE,1,TRUE
35343,no,TRUE,10,FALSE
90351,no,FALSE,1,TRUE
89943,no,FALSE,1,TRUE
38947,no,TRUE,12,FALSE
73660,yes,TRUE,6,FALSE
25253,no,FALSE,1,TRUE
69304,no,FALSE,1,TRUE
80789,no,FALSE,1,TRUE
81618,no,FALSE,1,TRUE
24477,no,FALSE,1,TRUE
55678,no,TRUE,5,FALSE
53121,yes,FALSE,1,TRUE
61339,no,TRUE,11,FALSE
60128,no,FALSE,1,TRUE
28646,no,FALSE,1,TRUE
16006,no,FALSE,1,TRUE
17180,yes,FALSE,1,TRUE
98725,no,FALSE,1,TRUE
38413,no,FALSE,1,TRUE
16185,yes,FALSE,1,TRUE
48035,yes,FALSE,1,TRUE
84602,no,TRUE,6,FALSE
23730,no,FALSE,1,TRUE
55029,no,FALSE,1,TRUE
26788,no,FALSE,1,TRUE
12570,yes,FALSE,1,TRUE
49507,yes,FALSE,1,TRUE
72003,no,TRUE,7,FALSE
62433,yes,TRUE,13,FALSE
29850,no,FALSE,1,TRUE
13412,no,FALSE,1,TRUE
15202,yes,FALSE,1,TRUE
54510,no,FALSE,1,TRUE
41853,yes,FALSE,1,TRUE
30389,no,FALSE,1,TRUE
37995,yes,TRUE,8,FALSE
81852,no,FALSE,1,TRUE
43948,no,FALSE,1,TRUE
62191,no,FALSE,1,TRUE
10482,yes,FALSE,1,TRUE
42616,no,FALSE,1,TRUE
83283,no,FALSE,1,TRUE
42660,no,FALSE,1,TRUE
34918,yes,TRUE,13,FALSE
83494,yes,FALSE,1,TRUE
22540,yes,FALSE,1,TRUE
31498,no,FALSE,1,TRUE
82474,yes,FALSE,1,TRUE
44518,no,TRUE,9,FALSE
21542,no,FALSE,1,TRUE
86366,yes,FALSE,1,TRUE
56117,no,FALSE,1,TRUE
86590,yes,FALSE,1,TRUE
64360,no,FALSE,1,TRUE
33052,no,FALSE,1,TRUE
82143,no,FALSE,1,TRUE
81246,yes,TRUE,14,FALSE
83953,yes,FALSE,1,TRUE
32597,yes,FALSE,1,TRUE
93824,no,FALSE,1,TRUE
83204,yes,TRUE,11,FALSE
11497,no,FALSE,1,TRUE
69110,no,FALSE,1,TRUE
74985,yes,FALSE,1,TRUE
93149,yes,FALSE,1,TRUE
86537,yes,FALSE,1,TRUE
28102,no,FALSE,1,TRUE
82192,no,FALSE,1,TRUE
21437,yes,FALSE,1,TRUE
42977,yes,FALSE,1,TRUE
17968,no,FALSE,1,TRUE
65820,no,FALSE,1,TRUE
34662,yes,FALSE,1,TRUE
69762,no,TRUE,10,FALSE
32904,yes,FALSE,1,TRUE
12111,yes,FALSE,1,TRUE
75517,no,FALSE,1,TRUE
51058,no,FALSE,1,TRUE
85615,no,FALSE,1,TRUE
66921,yes,FALSE,1,TRUE
78043,yes,FALSE,1,TRUE
67622,yes,FALSE,1,TRUE
92917,yes,FALSE,1,TRUE
75510,yes,FALSE,1,TRUE
72373,no,FALSE,1,TRUE
71080,no,FALSE,1,TRUE
57964,yes,TRUE,12,FALSE
46830,yes,FALSE,1,TRUE
95382,no,FALSE,1,TRUE
26136,yes,TRUE,6,FALSE
58198,yes,TRUE,12,FALSE
50018,yes,FALSE,1,TRUE
14348,yes,FALSE,1,TRUE
90542,no,FALSE,1,TRUE
59454,yes,FALSE,1,TRUE
77756,yes,FALSE,1,TRUE
42490,yes,FALSE,1,TRUE
49748,yes,FALSE,1,TRUE
35169,no,FALSE,1,TRUE
32234,no,FALSE,1,TRUE
16072,no,FALSE,1,TRUE
83558,no,FALSE,1,TRUE
63843,yes,FALSE,1,TRUE
52338,yes,FALSE,1,TRUE
21020,yes,FALSE,1,TRUE
89093,yes,FALSE,1,TRUE
10320,yes,FALSE,1,TRUE
54139,no,FALSE,1,TRUE
52186,yes,FALSE,1,TRUE
36462,yes,FALSE,1,TRUE
20097,yes,FALSE,1,TRUE
75917,no,FALSE,1,TRUE
19072,no,FALSE,1,TRUE
69898,yes,FALSE,1,TRUE
93740,no,FALSE,1,TRUE
40766,yes,FALSE,1,TRUE
87638,no,FALSE,1,TRUE
72677,no,FALSE,1,TRUE
50101,no,FALSE,1,TRUE
21170,no,FALSE,1,TRUE
79843,yes,TRUE,15,FALSE
54675,yes,FALSE,1,TRUE
35669,no,TRUE,12,FALSE
73934,yes,FALSE,1,TRUE
22579,yes,FALSE,1,TRUE
88897,yes,FALSE,1,TRUE
46825,no,FALSE,1,TRUE
21032,yes,FALSE,1,TRUE
25736,no,FALSE,1,TRUE
63463,no,FALSE,1,TRUE
10624,yes,TRUE,20,FALSE
86043,yes,TRUE,6,FALSE
98537,no,FALSE,1,TRUE
73161,no,FALSE,1,TRUE
13234,yes,FALSE,1,TRUE
39700,no,FALSE,1,TRUE
90090,yes,FALSE,1,TRUE
68409,no,FALSE,1,TRUE
46467,yes,FALSE,1,TRUE
89287,no,FALSE,1,TRUE
59812,no,FALSE,1,TRUE
61023,yes,FALSE,1,TRUE
30954,yes,FALSE,1,TRUE
38686,no,FALSE,1,TRUE
46686,yes,FALSE,1,TRUE
63458,yes,TRUE,5,FALSE
28908,yes,FALSE,1,TRUE
45474,yes,FALSE,1,TRUE
64312,no,FALSE,1,TRUE
70153,no,FALSE,1,TRUE
83465,yes,FALSE,1,TRUE
71194,yes,FALSE,1,TRUE
65960,no,FALSE,1,TRUE
96347,no,FALSE,1,TRUE
32393,no,FALSE,1,TRUE
13956,no,FALSE,1,TRUE
74894,no,FALSE,1,TRUE
58725,no,FALSE,1,TRUE
39108,no,FALSE,1,TRUE
25555,yes,FALSE,1,TRUE
86948,no,FALSE,1,TRUE
92647,no,FALSE,1,TRUE
47646,yes,FALSE,1,TRUE
12411,no,FALSE,1,TRUE
39472,no,FALSE,1,TRUE
48377,yes,FALSE,1,TRUE
70770,no,TRUE,9,FALSE
43348,no,TRUE,7,FALSE
28422,no,FALSE,1,TRUE
48960,no,FALSE,1,TRUE
92210,yes,FALSE,1,TRUE
95651,yes,FALSE,1,TRUE
74745,yes,TRUE,10,FALSE
70337,no,FALSE,1,TRUE
73523,no,FALSE,1,TRUE
57648,yes,FALSE,1,TRUE
84669,yes,FALSE,1,TRUE
11975,no,FALSE,1,TRUE
29213,no,FALSE,1,TRUE
59793,no,FALSE,1,TRUE
60123,no,FALSE,1,TRUE
79243,no,FALSE,1,TRUE
97705,no,FALSE,1,TRUE
86764,yes,FALSE,1,TRUE
20864,no,FALSE,1,TRUE
56646,no,FALSE,1,TRUE
53183,no,FALSE,1,TRUE
24070,yes,FALSE,1,TRUE
71084,no,FALSE,1,TRUE
72856,yes,FALSE,1,TRUE
88414,no,FALSE,1,TRUE
32216,no,FALSE,1,TRUE
72116,no,FALSE,1,TRUE
65039,yes,FALSE,1,TRUE
51101,no,FALSE,1,TRUE
42762,no,FALSE,1,TRUE
44887,no,FALSE,1,TRUE
81244,no,FALSE,1,TRUE
66226,no,FALSE,1,TRUE
38818,yes,TRUE,11,FALSE
30873,no,FALSE,1,TRUE
79172,no,FALSE,1,TRUE
96375,no,FALSE,1,TRUE
39321,yes,FALSE,1,TRUE
63830,yes,FALSE,1,TRUE
27510,no,FALSE,1,TRUE
24018,yes,FALSE,1,TRUE
65453,no,FALSE,1,TRUE
86222,no,FALSE,1,TRUE
29192,no,FALSE,1,TRUE
60627,no,FALSE,1,TRUE
64136,yes,FALSE,1,TRUE
26251,no,TRUE,9,FALSE
57518,yes,TRUE,6,FALSE
65647,yes,TRUE,7,FALSE
95727,no,FALSE,1,TRUE
56889,yes,FALSE,1,TRUE
60240,no,FALSE,1,TRUE
33134,yes,TRUE,10,FALSE
43722,yes,FALSE,1,TRUE
55399,yes,FALSE,1,TRUE
66406,no,FALSE,1,TRUE
23199,yes,FALSE,1,TRUE
19233,no,FALSE,1,TRUE
40319,no,FALSE,1,TRUE
80646,yes,FALSE,1,TRUE
22348,yes,FALSE,1,TRUE
93766,yes,FALSE,1,TRUE
53889,no,FALSE,1,TRUE
74260,no,FALSE,1,TRUE
93583,no,FALSE,1,TRUE
30033,no,FALSE,1,TRUE
90672,yes,FALSE,1,TRUE
89342,yes,FALSE,1,TRUE
59404,yes,FALSE,1,TRUE
61468,no,FALSE,1,TRUE
43772,no,FALSE,1,TRUE
47303,no,FALSE,1,TRUE
69262,yes,FALSE,1,TRUE
55007,yes,FALSE,1,TRUE
30366,yes,FALSE,1,TRUE
97561,yes,FALSE,1,TRUE
21854,yes,FALSE,1,TRUE
43540,yes,FALSE,1,TRUE
28109,no,FALSE,1,TRUE
98375,yes,FALSE,1,TRUE
27115,yes,FALSE,1,TRUE
57785,no,FALSE,1,TRUE
51152,no,FALSE,1,TRUE
31523,yes,FALSE,1,TRUE
26877,yes,FALSE,1,TRUE
70076,no,FALSE,1,TRUE
39972,no,FALSE,1,TRUE
85926,no,FALSE,1,TRUE
43004,yes,FALSE,1,TRUE
78146,no,TRUE,5,FALSE
93192,no,FALSE,1,TRUE
22605,no,FALSE,1,TRUE
83692,yes,FALSE,1,TRUE
48374,yes,FALSE,1,TRUE
72611,yes,FALSE,1,TRUE
23143,no,FALSE,1,TRUE
13186,no,TRUE,9,FALSE
35972,yes,FALSE,1,TRUE
19410,no,FALSE,1,TRUE
19372,yes,FALSE,1,TRUE
63240,no,FALSE,1,TRUE
69023,no,FALSE,1,TRUE
69434,yes,FALSE,1,TRUE
55533,yes,FALSE,1,TRUE
43862,no,FALSE,1,TRUE
37378,no,FALSE,1,TRUE
27177,yes,FALSE,1,TRUE
40377,no,FALSE,1,TRUE
42156,yes,FALSE,1,TRUE
97394,no,TRUE,5,FALSE
64983,yes,FALSE,1,TRUE
82187,no,FALSE,1,TRUE
65044,yes,FALSE,1,TRUE
35374,no,FALSE,1,TRUE
35749,no,FALSE,1,TRUE
28290,yes,FALSE,1,TRUE
22462,no,FALSE,1,TRUE
91245,no,FALSE,1,TRUE
28695,no,TRUE,10,FALSE
36847,yes,FALSE,1,TRUE
86853,no,FALSE,1,TRUE
91233,no,FALSE,1,TRUE
67863,no,FALSE,1,TRUE
22524,no,FALSE,1,TRUE
82855,yes,FALSE,1,TRUE
92539,no,FALSE,1,TRUE
78521,no,FALSE,1,TRUE
70118,no,FALSE,1,TRUE
36453,yes,FALSE,1,TRUE
98889,no,FALSE,1,TRUE
98680,yes,FALSE,1,TRUE
56824,yes,FALSE,1,TRUE
48387,yes,FALSE,1,TRUE
75407,yes,FALSE,1,TRUE
94313,no,FALSE,1,TRUE
21806,yes,FALSE,1,TRUE
99360,no,FALSE,1,TRUE
94563,no,FALSE,1,TRUE
36851,no,TRUE,8,FALSE
24901,yes,FALSE,1,TRUE
27101,no,TRUE,11,FALSE
20140,yes,FALSE,1,TRUE
20041,no,FALSE,1,TRUE
15836,no,FALSE,1,TRUE
39507,yes,FALSE,1,TRUE
57517,yes,FALSE,1,TRUE
74851,no,FALSE,1,TRUE
21696,no,FALSE,1,TRUE
43036,no,FALSE,1,TRUE
53495,yes,FALSE,1,TRUE
91153,yes,FALSE,1,TRUE
49448,yes,FALSE,1,TRUE
60813,no,FALSE,1,TRUE
88480,no,FALSE,1,TRUE
48799,yes,FALSE,1,TRUE
87148,no,FALSE,1,TRUE
54341,no,FALSE,1,TRUE
59809,no,TRUE,10,FALSE
44952,yes,FALSE,1,TRUE
60653,yes,FALSE,1,TRUE
36916,no,FALSE,1,TRUE
46985,no,FALSE,1,TRUE
12945,no,FALSE,1,TRUE
18860,no,TRUE,9,FALSE
31473,no,FALSE,1,TRUE
54644,yes,FALSE,1,TRUE
50236,no,FALSE,1,TRUE
12959,no,FALSE,1,TRUE
13385,no,FALSE,1,TRUE
81760,yes,FALSE,1,TRUE
55083,yes,FALSE,1,TRUE
68868,yes,FALSE,1,TRUE
28018,yes,TRUE,12,FALSE
72863,yes,FALSE,1,TRUE
67150,yes,FALSE,1,TRUE
23892,no,TRUE,10,FALSE
23727,no,FALSE,1,TRUE
93034,yes,FALSE,1,TRUE
55775,no,FALSE,1,TRUE
82702,no,FALSE,1,TRUE
87629,no,FALSE,1,TRUE
44953,yes,FALSE,1,TRUE
80365,no,FALSE,1,TRUE
27795,no,FALSE,1,TRUE
11997,yes,FALSE,1,TRUE
14010,yes,FALSE,1,TRUE
83869,no,FALSE,1,TRUE
59788,no,FALSE,1,TRUE
57645,yes,FALSE,1,TRUE
80527,no,FALSE,1,TRUE
29600,yes,FALSE,1,TRUE
32991,yes,FALSE,1,TRUE
44938,yes,FALSE,1,TRUE
94086,yes,FALSE,1,TRUE
75877,yes,FALSE,1,TRUE
59957,no,FALSE,1,TRUE
67167,no,FALSE,1,TRUE
58915,yes,FALSE,1,TRUE
24793,yes,FALSE,1,TRUE
27158,yes,FALSE,1,TRUE
98174,no,TRUE,10,FALSE
41421,no,FALSE,1,TRUE
78610,no,FALSE,1,TRUE
57099,no,FALSE,1,TRUE
59866,yes,FALSE,1,TRUE
18589,no,FALSE,1,TRUE
77649,no,FALSE,1,TRUE
80951,yes,FALSE,8,FALSE
77016,yes,FALSE,1,TRUE
99818,no,FALSE,1,TRUE
25996,yes,FALSE,1,TRUE
64255,yes,TRUE,10,FALSE
52945,yes,FALSE,1,TRUE
91760,yes,FALSE,1,TRUE
50333,yes,FALSE,1,TRUE
99324,yes,FALSE,1,TRUE
27893,yes,TRUE,4,FALSE
41541,no,FALSE,1,TRUE
27316,yes,FALSE,1,TRUE
15115,yes,FALSE,1,TRUE
49459,no,FALSE,1,TRUE
35455,yes,FALSE,1,TRUE
57605,no,FALSE,1,TRUE
81066,no,FALSE,1,TRUE
74842,yes,FALSE,1,TRUE
49196,yes,TRUE,7,FALSE
10838,no,FALSE,1,TRUE
96847,no,FALSE,1,TRUE
59856,yes,FALSE,1,TRUE
56912,no,FALSE,1,TRUE
86088,yes,TRUE,13,FALSE
93654,no,TRUE,13,FALSE
24989,no,FALSE,1,TRUE
83924,yes,FALSE,1,TRUE
51539,yes,FALSE,1,TRUE
47224,no,FALSE,1,TRUE
29135,no,FALSE,1,TRUE
10302,yes,TRUE,8,FALSE
97331,yes,FALSE,1,TRUE
38539,yes,FALSE,1,TRUE
72555,yes,TRUE,11,FALSE
99378,yes,FALSE,1,TRUE
32055,no,FALSE,1,TRUE
60956,no,FALSE,1,TRUE
39660,yes,FALSE,1,TRUE
15798,no,FALSE,1,TRUE
28649,yes,FALSE,1,TRUE
58525,no,FALSE,1,TRUE
34094,no,FALSE,1,TRUE
80127,no,FALSE,1,TRUE
51099,no,FALSE,1,TRUE
96793,yes,FALSE,1,TRUE
80431,no,FALSE,1,TRUE
34764,yes,FALSE,1,TRUE
13886,no,FALSE,1,TRUE
89094,yes,FALSE,1,TRUE
11837,yes,FALSE,1,TRUE
70145,yes,FALSE,1,TRUE
96522,yes,FALSE,1,TRUE
57073,no,FALSE,1,TRUE
63353,no,FALSE,1,TRUE
70760,no,FALSE,1,TRUE
82691,yes,FALSE,1,TRUE
15158,yes,FALSE,1,TRUE
10648,yes,FALSE,1,TRUE
88695,no,FALSE,1,TRUE
30123,no,FALSE,1,TRUE
21202,no,FALSE,1,TRUE
97777,no,FALSE,1,TRUE
40310,no,FALSE,1,TRUE
57309,yes,TRUE,7,FALSE
10469,yes,FALSE,1,TRUE
53220,no,FALSE,1,TRUE
86720,yes,FALSE,1,TRUE
33356,no,FALSE,1,TRUE
48307,yes,FALSE,1,TRUE
53045,yes,TRUE,7,FALSE
44913,yes,TRUE,11,FALSE
20723,no,FALSE,1,TRUE
41865,yes,FALSE,1,TRUE
35918,no,FALSE,1,TRUE
21489,no,FALSE,1,TRUE
74720,yes,FALSE,1,TRUE
26437,no,FALSE,1,TRUE
59805,yes,FALSE,1,TRUE
42503,yes,TRUE,13,FALSE
76591,no,FALSE,1,TRUE
25827,no,FALSE,1,TRUE
77698,yes,FALSE,1,TRUE
84283,no,FALSE,1,TRUE
65165,no,FALSE,1,TRUE
30912,yes,TRUE,8,FALSE
36007,no,FALSE,1,TRUE
84401,yes,FALSE,1,TRUE
78463,yes,FALSE,1,TRUE
29739,no,FALSE,1,TRUE
15789,yes,FALSE,1,TRUE
72053,yes,FALSE,1,TRUE
45583,yes,FALSE,1,TRUE
80849,no,TRUE,11,FALSE
94123,yes,FALSE,1,TRUE
58945,no,TRUE,9,FALSE
70325,no,FALSE,1,TRUE
45849,no,TRUE,8,FALSE
98094,yes,FALSE,1,TRUE
66265,yes,FALSE,1,TRUE
14359,yes,FALSE,1,TRUE
82915,no,FALSE,1,TRUE
85044,no,FALSE,1,TRUE
44289,no,FALSE,1,TRUE
85242,yes,FALSE,1,TRUE
89660,yes,FALSE,1,TRUE
32149,yes,FALSE,1,TRUE
95427,yes,FALSE,1,TRUE
72135,no,FALSE,1,TRUE
37521,yes,FALSE,1,TRUE
56369,yes,FALSE,1,TRUE
19932,yes,FALSE,1,TRUE
80312,yes,FALSE,1,TRUE
75000,yes,FALSE,1,TRUE
90278,yes,FALSE,1,TRUE
28486,yes,FALSE,1,TRUE
63194,no,FALSE,1,TRUE
26346,no,FALSE,1,TRUE
57348,no,FALSE,1,TRUE
32769,yes,FALSE,1,TRUE
87523,no,FALSE,1,TRUE
14408,yes,FALSE,1,TRUE
41533,no,FALSE,1,TRUE
30336,no,FALSE,1,TRUE
12622,yes,FALSE,1,TRUE
28035,no,FALSE,1,TRUE
70297,no,FALSE,1,TRUE
89632,no,FALSE,1,TRUE
66719,no,FALSE,1,TRUE
30797,yes,FALSE,1,TRUE
79823,no,FALSE,1,TRUE
94894,yes,FALSE,1,TRUE
12273,no,FALSE,1,TRUE
19679,yes,FALSE,1,TRUE
98459,no,FALSE,1,TRUE
11572,no,FALSE,1,TRUE
97422,yes,FALSE,1,TRUE
84821,no,FALSE,1,TRUE
41103,yes,FALSE,1,TRUE
28760,yes,FALSE,1,TRUE
96990,yes,FALSE,1,TRUE
41027,no,FALSE,1,TRUE
41858,no,FALSE,1,TRUE
80841,no,FALSE,1,TRUE
26994,yes,FALSE,1,TRUE
21674,yes,FALSE,1,TRUE
82553,yes,FALSE,1,TRUE
88163,no,FALSE,1,TRUE
96818,yes,FALSE,1,TRUE
39719,no,FALSE,1,TRUE
28141,no,FALSE,1,TRUE
16029,yes,FALSE,1,TRUE
19639,no,FALSE,1,TRUE
43371,no,FALSE,1,TRUE
21831,no,FALSE,1,TRUE
17007,no,FALSE,1,TRUE
71891,yes,FALSE,1,TRUE
24691,yes,TRUE,10,FALSE
85653,yes,FALSE,1,TRUE
77067,no,FALSE,1,TRUE
47280,no,FALSE,1,TRUE
17653,yes,FALSE,1,TRUE
32848,no,FALSE,1,TRUE
63546,no,FALSE,1,TRUE
21158,no,FALSE,1,TRUE
24857,no,FALSE,1,TRUE
65831,no,FALSE,1,TRUE
41883,yes,FALSE,1,TRUE
55120,no,FALSE,1,TRUE
93518,no,FALSE,1,TRUE
91783,yes,FALSE,1,TRUE
59477,no,FALSE,1,TRUE
41484,no,FALSE,1,TRUE
54004,yes,FALSE,1,TRUE
81964,yes,FALSE,1,TRUE
52887,yes,FALSE,1,TRUE
63487,no,FALSE,1,TRUE
17283,no,FALSE,1,TRUE
48648,no,FALSE,1,TRUE
73233,no,FALSE,1,TRUE
30898,no,FALSE,1,TRUE
46832,no,FALSE,1,TRUE
26403,yes,FALSE,1,TRUE
21746,yes,FALSE,1,TRUE
97286,no,FALSE,1,TRUE
35128,yes,TRUE,9,FALSE
76342,no,FALSE,1,TRUE
76034,yes,FALSE,1,TRUE
12033,no,FALSE,1,TRUE
75504,no,FALSE,1,TRUE
15899,yes,FALSE,1,TRUE
66426,no,FALSE,1,TRUE
95917,yes,FALSE,1,TRUE
90229,yes,FALSE,1,TRUE
22594,no,FALSE,1,TRUE
28424,no,FALSE,1,TRUE
79160,no,FALSE,1,TRUE
79339,no,FALSE,1,TRUE
25613,no,FALSE,1,TRUE
11656,no,FALSE,1,TRUE
48203,yes,FALSE,1,TRUE
27872,no,TRUE,10,FALSE
16233,no,FALSE,1,TRUE
39648,no,FALSE,1,TRUE
31989,yes,FALSE,1,TRUE
92285,yes,FALSE,1,TRUE
80421,yes,FALSE,1,TRUE
82699,no,FALSE,1,TRUE
80114,no,FALSE,1,TRUE
71645,yes,FALSE,1,TRUE
92569,yes,FALSE,1,TRUE
67820,yes,FALSE,1,TRUE
44402,yes,FALSE,1,TRUE
77291,yes,FALSE,1,TRUE
94177,yes,FALSE,1,TRUE
93441,no,FALSE,1,TRUE
52923,no,FALSE,1,TRUE
29324,yes,FALSE,1,TRUE
18973,yes,FALSE,1,TRUE
93084,no,FALSE,1,TRUE
32250,yes,TRUE,7,FALSE
74345,yes,FALSE,1,TRUE
52576,no,FALSE,1,TRUE
49213,no,FALSE,1,TRUE
87893,yes,TRUE,15,FALSE
69800,yes,FALSE,1,TRUE
19784,yes,FALSE,1,TRUE
13493,yes,FALSE,1,TRUE
74583,no,FALSE,1,TRUE
67594,yes,FALSE,1,TRUE
24307,no,FALSE,1,TRUE
34311,yes,FALSE,1,TRUE
62261,no,FALSE,1,TRUE
61285,yes,FALSE,1,TRUE
29028,yes,FALSE,1,TRUE
83844,no,FALSE,1,TRUE
46233,no,FALSE,1,TRUE
15151,yes,FALSE,1,TRUE
58100,yes,FALSE,1,TRUE
68271,yes,FALSE,1,TRUE
12726,yes,FALSE,1,TRUE
39305,no,FALSE,1,TRUE
26375,no,FALSE,1,TRUE
50930,no,TRUE,6,FALSE
18469,yes,FALSE,1,TRUE
99240,yes,FALSE,1,TRUE
58611,yes,FALSE,1,TRUE
18368,yes,FALSE,1,TRUE
72621,no,TRUE,10,FALSE
11532,no,FALSE,1,TRUE
54645,yes,FALSE,1,TRUE
64524,no,FALSE,1,TRUE
13800,no,FALSE,1,TRUE
65931,no,FALSE,1,TRUE
76716,yes,FALSE,1,TRUE
90137,no,FALSE,1,TRUE
54143,yes,FALSE,1,TRUE
24644,no,TRUE,4,FALSE
98538,no,FALSE,1,TRUE
82464,yes,FALSE,1,TRUE
56536,no,FALSE,1,TRUE
52235,yes,FALSE,1,TRUE
92739,yes,FALSE,1,TRUE
29808,no,TRUE,10,FALSE
71724,yes,FALSE,1,TRUE
47587,yes,FALSE,1,TRUE
86672,yes,FALSE,1,TRUE
57049,yes,FALSE,1,TRUE
73518,yes,FALSE,1,TRUE
